"kernel","tile_granularity","scalar","a_mode","x_mode","M","N","k","P","pr","pc","rep","t_bcast_s","t_local_s","t_reduce_s","t_total_s","t_official_s","t_kernel_s","t_transfer_runtime_overhead_s","gflops","gflops_compute","gflops_kernel","t_h2d_X_s","t_d2h_Y_s","t_launch_overhead_s","x_layout","group_timing","t_local_group_s","gflops_local_group"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","3","1","1","1","18","1.440000001e-07","5.650379000e-03","4.521700000e-05","5.695740000e-03","5.477905231e-03","5.432544231e-03","2.178347686e-04","294.019825","296.474850","296.474850","1.191039979e-04","8.841600269e-05","1.031476795e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","3","1","1","1","19","1.490000001e-07","5.630878000e-03","4.458100000e-05","5.675608000e-03","5.459098153e-03","5.414368153e-03","2.165098474e-04","295.032749","297.470119","297.470119","1.219839975e-04","8.441600204e-05","1.010984782e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","3","1","1","1","20","1.409999999e-07","5.636202000e-03","4.422700000e-05","5.680570000e-03","5.462383957e-03","5.418015957e-03","2.181860431e-04","294.855277","297.269840","297.269840","1.199359968e-04","8.825600147e-05","9.994044818e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","1","1.430000001e-07","9.921754000e-03","8.995400000e-05","1.001185100e-02","9.573072960e-03","9.482975960e-03","4.387780402e-04","336.488136","339.685083","339.685083","2.285439968e-04","1.996479928e-04","1.058605056e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","2","1.660000000e-07","9.919231000e-03","9.015400000e-05","1.000955100e-02","9.574544319e-03","9.484224319e-03","4.350066805e-04","336.436426","339.640372","339.640372","2.286400050e-04","1.966720074e-04","9.694668108e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","3","1.519999999e-07","9.915042000e-03","9.043200000e-05","1.000562600e-02","9.571735581e-03","9.481151581e-03","4.338904192e-04","336.535150","339.750445","339.750445","2.294719964e-04","1.943680048e-04","1.005041796e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","4","1.669999998e-07","9.918762000e-03","8.882700000e-05","1.000775600e-02","9.571105931e-03","9.482111931e-03","4.366500692e-04","336.557290","339.716035","339.716035","2.288320065e-04","1.977600008e-04","1.005806187e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","5","1.580000000e-07","9.887442000e-03","9.044300000e-05","9.978043000e-03","9.545320543e-03","9.454719543e-03","4.327224565e-04","337.466454","340.700267","340.700267","2.283519953e-04","1.941439956e-04","1.022646555e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","6","1.830000000e-07","9.894083000e-03","9.014900000e-05","9.984415000e-03","9.550811736e-03","9.460479736e-03","4.336032637e-04","337.272429","340.492825","340.492825","2.297279984e-04","1.950079948e-04","8.867270525e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","7","1.960000000e-07","9.894912000e-03","8.908000000e-05","9.984188000e-03","9.547451659e-03","9.458175659e-03","4.367363408e-04","337.391127","340.575771","340.575771","2.306559980e-04","1.966080070e-04","9.472335875e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","8","1.949999999e-07","9.907514000e-03","9.062100000e-05","9.998330000e-03","9.557568052e-03","9.466752052e-03","4.407619477e-04","337.034008","340.267227","340.267227","2.304960042e-04","1.994560063e-04","1.080993718e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","9","1.859999998e-07","9.896045000e-03","8.838600000e-05","9.984617000e-03","9.545052026e-03","9.456480026e-03","4.395649738e-04","337.475947","340.636840","340.636840","2.323520035e-04","1.975679994e-04","9.644970937e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","10","1.829999998e-07","9.912618000e-03","9.064000000e-05","1.000344100e-02","9.551302736e-03","9.460479736e-03","4.521382637e-04","337.255091","340.492825","340.492825","2.314559966e-04","2.105280012e-04","1.015426585e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","11","1.930000000e-07","9.886127000e-03","8.971600000e-05","9.976036000e-03","9.545012874e-03","9.455103874e-03","4.310231258e-04","337.477331","340.686418","340.686418","2.310079932e-04","1.905920058e-04","9.423126723e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","12","1.670000001e-07","9.891785000e-03","9.007100000e-05","9.982023000e-03","9.552606011e-03","9.462368011e-03","4.294169885e-04","337.209079","340.424878","340.424878","2.313279957e-04","1.879680008e-04","1.012099210e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","13","1.869999999e-07","9.889047000e-03","8.892500000e-05","9.978159000e-03","9.546968178e-03","9.457856178e-03","4.311908217e-04","337.408213","340.587276","340.587276","2.310079932e-04","1.894399971e-04","1.074283142e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","14","2.100000001e-07","9.885094000e-03","9.016900000e-05","9.975473000e-03","9.551210642e-03","9.460831642e-03","4.242623578e-04","337.258343","340.480160","340.480160","2.295040041e-04","1.844159961e-04","1.034235765e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","15","1.850000000e-07","9.844178000e-03","9.003200000e-05","9.934395000e-03","9.511369115e-03","9.421152115e-03","4.230258851e-04","338.671061","341.914177","341.914177","2.295359969e-04","1.840959936e-04","9.393894580e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","16","2.310000000e-07","9.846981000e-03","9.583300000e-05","9.943045000e-03","9.519008069e-03","9.422944069e-03","4.240369311e-04","338.399279","341.849155","341.849155","2.309760004e-04","1.832000017e-04","9.860928947e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","17","2.569999999e-07","9.853060000e-03","8.860400000e-05","9.941921000e-03","9.512669098e-03","9.423808098e-03","4.292519022e-04","338.624779","341.817813","341.817813","2.322880030e-04","1.857600063e-04","1.120389288e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","18","2.000000001e-07","9.847461000e-03","9.094600000e-05","9.938607000e-03","9.513514050e-03","9.422368050e-03","4.250929504e-04","338.594704","341.870054","341.870054","2.312639952e-04","1.850879937e-04","8.740961467e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","19","1.770000000e-07","9.854643000e-03","9.378000000e-05","9.948600000e-03","9.520133071e-03","9.426176071e-03","4.284669288e-04","338.359291","341.731944","341.731944","2.312639952e-04","1.877440065e-04","9.458927148e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","6","1","1","1","20","3.340000001e-07","9.880772000e-03","9.014300000e-05","9.971249000e-03","9.519117366e-03","9.428640366e-03","4.521316344e-04","338.395394","341.642628","341.642628","2.429759949e-04","1.986240000e-04","1.053163950e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","1","1.150000000e-07","1.322112600e-02","1.196150000e-04","1.334085600e-02","1.277390576e-02","1.265417576e-02","5.669502416e-04","336.229762","339.411067","339.411067","3.083199859e-04","2.479040027e-04","1.072625311e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","2","1.199999999e-07","1.322190300e-02","1.226110000e-04","1.334463400e-02","1.277127531e-02","1.264854431e-02","5.733586885e-04","336.299014","339.562181","339.562181","3.213120103e-04","2.406720072e-04","1.137467099e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","3","1.059999999e-07","1.321019400e-02","1.184210000e-04","1.332872100e-02","1.276335866e-02","1.264483166e-02","5.653623426e-04","336.507608","339.661880","339.661880","3.158400059e-04","2.386880070e-04","1.083432972e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","4","1.320000000e-07","1.318798800e-02","1.174750000e-04","1.330559500e-02","1.274381531e-02","1.262620831e-02","5.617796946e-04","337.023662","340.162873","340.162873","3.093119860e-04","2.428800017e-04","9.587707008e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","5","1.320000000e-07","1.316297300e-02","1.221920000e-04","1.328529700e-02","1.273198796e-02","1.260966396e-02","5.533090367e-04","337.336739","340.609179","340.609179","3.075200021e-04","2.356799990e-04","1.010903556e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","6","1.260000000e-07","1.318512800e-02","1.200260000e-04","1.330528000e-02","1.273826361e-02","1.261811161e-02","5.670163896e-04","337.170546","340.381146","340.381146","3.086400032e-04","2.472320050e-04","1.114438138e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","7","1.399999998e-07","1.315838700e-02","1.185630000e-04","1.327709000e-02","1.272827064e-02","1.260956764e-02","5.488193578e-04","337.435259","340.611781","340.611781","3.057920039e-04","2.324479967e-04","1.057935718e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","8","1.250000001e-07","1.316711000e-02","1.177080000e-04","1.328494300e-02","1.273764120e-02","1.261980820e-02","5.473018030e-04","337.187021","340.335386","340.335386","3.073920012e-04","2.289920002e-04","1.091780160e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","9","1.270000001e-07","1.319922600e-02","1.191020000e-04","1.331845500e-02","1.274434916e-02","1.262512016e-02","5.741058370e-04","337.009544","340.192191","340.192191","3.117119968e-04","2.525759935e-04","9.817846704e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","10","1.420000000e-07","1.321015200e-02","1.184840000e-04","1.332877800e-02","1.277888239e-02","1.266025639e-02","5.498956142e-04","336.098820","339.248050","339.248050","3.094719946e-04","2.292799950e-04","1.114362459e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","11","1.100000000e-07","1.315405100e-02","1.193270000e-04","1.327348800e-02","1.272458913e-02","1.260515213e-02","5.488988699e-04","337.532886","340.731096","340.731096","3.068160117e-04","2.316160053e-04","1.046685290e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","12","1.290000000e-07","1.313294700e-02","1.227340000e-04","1.325581000e-02","1.270590324e-02","1.258304024e-02","5.499067626e-04","338.029278","341.329855","341.329855","3.108159900e-04","2.296639979e-04","9.426774713e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","13","1.329999999e-07","1.315612200e-02","1.212040000e-04","1.327745900e-02","1.270575339e-02","1.258441639e-02","5.717056105e-04","338.033264","341.292529","341.292529","3.163839877e-04","2.446399927e-04","1.068163016e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","14","1.269999998e-07","1.315128500e-02","1.188530000e-04","1.327026500e-02","1.271507604e-02","1.259609604e-02","5.551889612e-04","337.785420","340.976068","340.976068","3.061439991e-04","2.383680046e-04","1.067695752e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","15","1.270000001e-07","1.313477800e-02","1.183950000e-04","1.325330000e-02","1.271282608e-02","1.259430408e-02","5.404739152e-04","337.845202","341.024583","341.024583","3.039360046e-04","2.272319943e-04","9.305916312e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","16","1.290000000e-07","1.315212200e-02","1.216220000e-04","1.327387300e-02","1.270789545e-02","1.258614445e-02","5.659775527e-04","337.976285","341.245670","341.245670","3.109120131e-04","2.455040067e-04","9.561532876e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","17","1.330000001e-07","1.313852600e-02","1.206170000e-04","1.325927600e-02","1.271982246e-02","1.259907246e-02","5.394535436e-04","337.659375","340.895515","340.895515","3.037120104e-04","2.253440022e-04","1.039753101e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","18","1.110000001e-07","1.312689900e-02","1.200130000e-04","1.324702300e-02","1.270508398e-02","1.258495998e-02","5.419390162e-04","338.051075","341.277787","341.277787","3.108159900e-04","2.204159945e-04","1.070703168e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","19","1.100000000e-07","1.314034000e-02","1.184370000e-04","1.325888700e-02","1.271371511e-02","1.259516811e-02","5.451718863e-04","337.821578","341.001188","341.001188","3.076159954e-04","2.267840058e-04","1.077188512e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","8","1","1","1","20","1.370000000e-07","1.313799300e-02","1.193380000e-04","1.325746800e-02","1.270856344e-02","1.258908844e-02","5.489045601e-04","337.958520","341.165869","341.165869","3.134399951e-04","2.248959988e-04","1.056856617e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","1","2.029999999e-07","3.245271900e-02","3.426720000e-04","3.279559400e-02","3.166005945e-02","3.131718445e-02","1.135534552e-03","339.147128","342.860268","342.860268","6.011840105e-04","5.224639773e-04","1.188656392e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","2","1.660000000e-07","3.245080000e-02","3.765430000e-04","3.282750900e-02","3.170160486e-02","3.132489586e-02","1.125904141e-03","338.702671","342.775864","342.775864","5.981760025e-04","5.157439709e-04","1.198416786e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","3","2.070000000e-07","3.245356000e-02","3.557940000e-04","3.280956100e-02","3.169379244e-02","3.133779144e-02","1.115768557e-03","338.786160","342.634811","342.634811","5.905920267e-04","5.134400129e-04","1.173651749e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","4","1.890000001e-07","3.244898700e-02","3.412680000e-04","3.279044400e-02","3.168296014e-02","3.134150314e-02","1.107483857e-03","338.901990","342.594233","342.594233","5.892800093e-04","5.057920218e-04","1.241182567e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","5","2.030000001e-07","3.243084100e-02","3.449780000e-04","3.277602200e-02","3.166825343e-02","3.132307243e-02","1.107768567e-03","339.059376","342.795818","342.795818","6.035519838e-04","4.925439954e-04","1.167258731e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","6","2.200000000e-07","3.246493700e-02","3.419450000e-04","3.280710200e-02","3.168069268e-02","3.133852768e-02","1.126409321e-03","338.926246","342.626761","342.626761","6.204479933e-04","4.942399859e-04","1.172134134e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","7","2.109999999e-07","3.244837800e-02","3.394230000e-04","3.278801200e-02","3.167809874e-02","3.133846474e-02","1.109913263e-03","338.953999","342.627449","342.627449","6.149119735e-04","4.842559993e-04","1.074529026e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","8","1.759999999e-07","3.241456600e-02","3.507810000e-04","3.276552300e-02","3.166951665e-02","3.131855965e-02","1.096006353e-03","339.045852","342.845213","342.845213","5.951359868e-04","4.895040095e-04","1.136635710e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","9","1.960000000e-07","3.241922000e-02","3.442230000e-04","3.276363900e-02","3.167017889e-02","3.132575989e-02","1.093460112e-03","339.038762","342.766409","342.766409","6.077439785e-04","4.741440117e-04","1.157212207e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","10","1.930000000e-07","3.243503100e-02","3.420350000e-04","3.277725900e-02","3.166370017e-02","3.132147217e-02","1.113558832e-03","339.108133","342.813332","342.813332","5.975040197e-04","5.055360198e-04","1.051879249e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","11","1.649999999e-07","3.244407300e-02","3.419060000e-04","3.278614400e-02","3.167720741e-02","3.133513641e-02","1.108936586e-03","338.963536","342.663842","342.663842","6.014720201e-04","4.976319969e-04","9.832569406e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","12","1.949999999e-07","3.243462900e-02","3.876320000e-04","3.282245600e-02","3.171720322e-02","3.132937622e-02","1.105252779e-03","338.536099","342.726844","342.726844","6.045759916e-04","4.888640046e-04","1.181278305e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","13","1.730000001e-07","3.245580300e-02","3.621870000e-04","3.281816300e-02","3.171061516e-02","3.134825516e-02","1.107547843e-03","338.606432","342.520443","342.520443","5.902720094e-04","5.050560236e-04","1.221980956e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","14","2.179999998e-07","3.241988500e-02","3.419900000e-04","3.276209300e-02","3.166937551e-02","3.132716751e-02","1.092717489e-03","339.047363","342.751008","342.751008","5.899839997e-04","4.911360145e-04","1.159747482e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","15","1.740000002e-07","3.247688700e-02","3.486870000e-04","3.282574800e-02","3.170060470e-02","3.135174370e-02","1.125143302e-03","338.713357","342.482330","342.482330","6.126400232e-04","5.013440251e-04","1.115925351e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","16","1.589999998e-07","3.242652200e-02","3.466940000e-04","3.277337500e-02","3.167757390e-02","3.133072090e-02","1.095801099e-03","338.959615","342.712135","342.712135","5.994240046e-04","4.845440090e-04","1.183308499e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","17","3.430000000e-07","3.243379700e-02","3.762740000e-04","3.281041400e-02","3.171562533e-02","3.133900833e-02","1.094788669e-03","338.552941","342.621506","342.621506","6.009280086e-04","4.832960069e-04","1.056465323e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","18","1.859999998e-07","3.243169600e-02","3.488960000e-04","3.278077800e-02","3.168479443e-02","3.133571243e-02","1.095983567e-03","338.882370","342.657543","342.657543","6.023039818e-04","4.814400077e-04","1.223957767e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","19","1.570000001e-07","3.295798700e-02","9.505510000e-04","3.390869500e-02","3.228517112e-02","3.133446312e-02","1.623523880e-03","332.580496","342.671205","342.671205","5.962240100e-04","1.014719963e-03","1.257990743e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","20","1","1","1","20","1.530000002e-07","3.300126000e-02","3.496600000e-04","3.335107300e-02","3.169787742e-02","3.134806442e-02","1.653195577e-03","338.742500","342.522527","342.522527","1.145984054e-03","4.954240024e-04","1.178752137e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","1","2.490000002e-07","6.414780500e-02","5.744110000e-04","6.472246500e-02","6.286115521e-02","6.228649521e-02","1.861309791e-03","273.298655","275.820130","275.820130","9.646400213e-04","8.848959804e-04","1.177378958e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","2","1.789999999e-07","6.436908800e-02","5.903410000e-04","6.495960800e-02","6.307087049e-02","6.248035049e-02","1.888737506e-03","272.389917","274.964354","274.964354","9.946560264e-04","8.811839819e-04","1.289749736e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","3","2.150000000e-07","6.430765400e-02","6.085230000e-04","6.491639200e-02","6.304304128e-02","6.243430328e-02","1.873350716e-03","272.510159","275.167148","275.167148","9.765759706e-04","8.824959993e-04","1.427874632e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","4","1.820000000e-07","6.428327900e-02","5.788880000e-04","6.486234900e-02","6.300569430e-02","6.242662430e-02","1.856654702e-03","272.671691","275.200996","275.200996","9.649599791e-04","8.790079951e-04","1.268672772e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","5","2.790000000e-07","6.428014500e-02","5.725930000e-04","6.485301700e-02","6.298925765e-02","6.241638565e-02","1.863759349e-03","272.742843","275.246139","275.246139","9.741119742e-04","8.782079816e-04","1.143939354e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","6","1.850000002e-07","6.414477000e-02","5.655610000e-04","6.471051600e-02","6.284693115e-02","6.228118515e-02","1.863584850e-03","273.360511","275.843646","275.843646","9.804159999e-04","8.716160059e-04","1.155284407e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","7","2.370000001e-07","6.430017800e-02","5.715340000e-04","6.487194900e-02","6.300434623e-02","6.243257523e-02","1.867602774e-03","272.677525","275.174764","275.174764","9.764479995e-04","8.674880266e-04","2.366674807e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","8","1.809999999e-07","6.514510600e-02","5.765290000e-04","6.572181600e-02","6.298675944e-02","6.241004944e-02","2.735056562e-03","272.753660","275.274084","275.274084","1.867743969e-03","8.544960022e-04","1.281659036e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","9","1.770000000e-07","6.509710300e-02","1.578208000e-03","6.667548800e-02","6.396590484e-02","6.238751984e-02","2.709583164e-03","268.578538","275.373492","275.373492","9.810240269e-04","1.716063976e-03","1.249516042e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","10","9.980000000e-07","6.473745400e-02","6.076710000e-04","6.534612300e-02","6.288566180e-02","6.227699280e-02","2.460461202e-03","273.192151","275.862215","275.862215","9.911999702e-04","1.455487967e-03","1.377326537e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","11","1.809999999e-07","6.412865000e-02","5.884340000e-04","6.471726500e-02","6.289242130e-02","6.230380630e-02","1.824843695e-03","273.162789","275.743493","275.743493","9.643200040e-04","8.474239707e-04","1.309972038e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","12","1.809999999e-07","6.423175800e-02","5.906510000e-04","6.482259000e-02","6.297614313e-02","6.238531113e-02","1.846446873e-03","272.799640","275.383241","275.383241","9.832640290e-04","8.511679769e-04","1.201486741e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","13","1.980000000e-07","6.719356000e-02","8.133420000e-04","6.800710000e-02","6.605901577e-02","6.524547577e-02","1.948084231e-03","260.068501","263.311271","263.311271","9.672639966e-04","9.669439793e-04","1.387625509e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","14","2.330000002e-07","6.509241500e-02","1.565823000e-03","6.665847100e-02","6.382794260e-02","6.226188660e-02","2.830528403e-03","269.159062","275.929146","275.929146","1.000352025e-03","1.815104008e-03","1.507237057e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","15","1.044000000e-06","6.434421500e-02","5.869770000e-04","6.493223600e-02","6.300347586e-02","6.241545486e-02","1.928760135e-03","272.681292","275.250244","275.250244","1.036767960e-03","8.790079951e-04","1.298418077e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","16","1.999999997e-07","6.428927400e-02","6.137660000e-04","6.490324000e-02","6.301729394e-02","6.240332794e-02","1.885946058e-03","272.621500","275.303734","275.303734","1.007616043e-03","8.657600284e-04","1.256998665e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","17","3.180000001e-07","6.414084000e-02","5.776350000e-04","6.471879300e-02","6.284972729e-02","6.227177429e-02","1.869065708e-03","273.348349","275.885333","275.885333","9.986559749e-04","8.588479757e-04","1.156175741e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","18","1.740000002e-07","6.414132900e-02","5.784090000e-04","6.471991200e-02","6.286040520e-02","6.228182220e-02","1.859506795e-03","273.301916","275.840824","275.840824","9.825919867e-04","8.649280071e-04","1.198680163e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","19","1.790000002e-07","6.427826600e-02","5.561600000e-04","6.483460500e-02","6.297777912e-02","6.242144012e-02","1.856825875e-03","272.792554","275.223852","275.223852","9.801279902e-04","8.636479974e-04","1.304988786e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)","32","double","local","local","16384","16384","32","1","1","1","20","2.019999998e-07","6.495610300e-02","1.556166000e-03","6.651247100e-02","6.383611119e-02","6.227974319e-02","2.676359805e-03","269.124620","275.850032","275.850032","9.729279876e-04","1.688735962e-03","1.469585593e-05","row","0","-1.000000000e+00","-1.000000"
